,#songs query,songs
61,15,"[u'Taylor Swift- Mine', u'Oasis- Lyla', u""Queens of the Stone Age- I'm Designer"", u'Whitney Houston- Umbrella Song', u'Grateful Dead- Me & Bobby McGee', u""Ella Fitzgerald- This Time the Dream's on Me (Live Mar. 11,1961)"", u'Kylie Minogue- Where Is The Feeling', u'Anthrax- Bring The Noise', u'Nelly Furtado- Say It Right (AOL Sessions)', u'Diddy- Last Night Featuring Keyshia Cole']"
62,15,"[u'Bob Marley- Satisfy My Soul', u'The Who- The Rock', u'Rihanna- Hate That I Love You', u""Zero 7- You're My Flame - Justus Kohncke Disko Dub"", u'Shakira- She Wolf (Villains Original Remix)', u'Santana- Hot Tamales', u'Lynyrd Skynyrd- Saturday Night Special', u'Pet Shop Boys- Beautiful people', u'Billie Holiday- The Badinerie', u""Ella Fitzgerald- It's Only A Paper Moon""]"
63,15,"[u'Morrissey- Redondo Beach', u'Luther Vandross- You Really Started Something', u'Robbie Williams- Overture For Berlin', u'James Blunt- 1973 (Ashley Beedle Remix)', u'Jamiroquai- Seven Days in Sunny June', u'The XX- Crystalised (Rory Phillips Remix)', u'Kasabian- Goodbye Kiss', u'Tegan and Sara- Alligator [VHS Or Beta Remix]', u'Sarah Vaughan- Come Rain or Come Shine (Remastered Version)', u'Alison Krauss- Gravity']"
64,15,"[u'Madonna- Die Another Day [Live]', u'Elvis Presley- Toate Visele', u'Nine Inch Nails- Echoplex', u'New Order- Jetstream - Tom Neville Remix', u'Prince- Rock and Roll Love Affair', u'MGMT- Congratulations (Live at The Bataclan)', u'Zero 7- Everything Up [Zizou] - Mock & Toof remix', u'Moby- I Love To Move In Here (Proxy Remix)', u""Aretha Franklin- Ain't No Way"", u'Yeah Yeah Yeahs- Zero']"
65,15,"[u'Madonna- Hung Up', u'Depeche Mode- Soft Touch/Raw Nerve (Live on Letterman)', u'Rihanna- Umbrella featuring JAY-Z', u'Chris Brown- Forever (Ashanti Boyz Remix)', u'Bon Jovi- Hook Me Up', u'Moby- Sevastopol (John Lord Fonda Remix)', u'Pet Shop Boys- My girl (Our House Mix)', u'P!nk- Sober (Bimbo Jones Club Mix)', u'Billie Holiday- Crazy He Calls Me', u'Johann Sebastian Bach- Overture (Suite) No. 2 In B Minor, Bwv 1067 : V. Polonaise - Double']"
66,15,"[u'Lady Gaga- Eh, Eh (Nothing Else I Can Say) (Random Soul Remix)', u'Britney Spears- Circus', u'Britney Spears- Criminal (DJ Laszlo Mixshow Edit)', u'Mariah Carey- Triumphant (Mariah Carey vs. Laidback Luke Dub)', u'David Guetta- Titanium (Arno Cost Remix)', u'Christina Aguilera- Not Myself Tonight (Chus & Ceballos Club Vocal)', u'Usher- Burn (Axwell Remix)', u'Ray Charles- Hit The Road Jack (The Loose Cannons Remix)', u'Ne-Yo- BECAUSE OF YOU (Chop Shop Edit)', u'Ne-Yo- Because Of You (Chop Shop Club Mix)']"
67,15,"[u'Lady Gaga- Bad Romance (Kaskade Extended Remix)', u""Depeche Mode- Precious (Sasha's Spooky Mix) (Single Edit)"", u'Britney Spears- Circus (Villains Remix)', u'Beyonc\xe9- If I Were A Boy (Chase ""Girls"" Remix - Club)', u""Stevie Wonder- Cryin' Through The Night"", u""David Guetta- Love Don't Let Me Go (Walking Away) (Joachim Garraud Radio Edit)"", u'Armin van Buuren- Youtopia (Michael Woods Remix)', u'Ne-Yo- Because Of You (Kriya Vs Erik Velez Club Mix)', u'The Chemical Brothers- Star Guitar (Edit)', u'Fatboy Slim- Right Here Right Now (Freemasons Mix)']"
68,15,"[u'Michael Jackson- Bad', u'The Rolling Stones- Anybody Seen My Baby? (Bonus Roll)', u'Lady Gaga- Americano', u'Lady Gaga- Marry The Night (Sander Van Doorn Remix)', u'Madonna- Give It 2 Me [Eddie Amador House Lovers Edit]', u'Depeche Mode- John The Revelator (Tiefschwarz Dub)', u'Britney Spears- Someday (I Will Understand) (Leama And Moor Remix)', u'Britney Spears- Gimme More (Stonebridge Remix Radio Mix)', u'Mariah Carey- We Belong Together', u""Nine Inch Nails- Me, I'm Not (olof dreijer)""]"
69,15,"[u'Johnny Cash- My Ship Will Sail', u'Alicia Keys- Saviour', u'David Guetta- Everytime We Touch (Inpetto Remix)', u'Armin van Buuren- Virtual Friend (16 Bit Lolitas Remix)', u'Pet Shop Boys- London (Thee Radikal Blaklite Dub)', u'Johann Sebastian Bach- Keyboard Concerto in F minor, BWV 1056: II. Andante (arr. for 8-string guitar and orchestra)', u'Red- Gabble (Kev Wright Remix)', u'LL Cool J- Control Myself (Nevins Funktek Remix)', u""James Blunt- Superstar (Daddy's Groove Remix)"", u'Stone Sour- The Wicked (Album Version)']"
70,15,"[u'The Beatles- Twinkle', u'Daft Punk- Human After All', u'Lady Gaga- Yo\xfc And I (ATB Remix)', u'The Police- King of Pain', u'Justin Timberlake- CRY ME A RIVER (Z DAZZ MIX)', u'Chris Brown- Turn Up The Music', u'Muse- The Black Cat (Remix)', u'David Guetta- When Love Takes Over (Feat.Kelly Rowland) (Pop Radio Edit)', u'David Guetta- People Come People Go', u'David Guetta- ACDC']"
71,15,"[u'Justin Timberlake- WHAT GOES AROUND... COMES AROUND (Junkie XL Mix)', u'Rihanna- Unfaithful (Tony Moran Club Mix)', u'Ti\xebsto- In The Dark (Carl B. Remix)', u'Armin van Buuren- Zocalo (Original Mix)', u'Armin van Buuren- Broken Tonight', u'Pet Shop Boys- New York City Boy  (The Thunderpuss 2000 Mix Version)', u'M\xf6tley Cr\xfce- Animal In Me (Remix)', u'Duran Duran- (Reach Up For The) Sunrise (Roger Edit)', u'Rod Stewart- Finest Woman', u""Paul van Dyk- Forbidden Fruit (BT & PvD's Food Of Love Mix)""]"
72,15,"[u'Eminem- Beautiful (Album Version (Explicit))', u'Elvis Presley- Stuck On You', u""Britney Spears- Everytime (Dr. Octavo's Translucent Mixshow Edit)"", u'Beyonc\xe9- Diva (Mr. Mig Club Radio)', u'Nas- Berbunga Cinta', u'Leonard Cohen- There For You', u'Ti\xebsto- Louder Than Boom', u'Armin van Buuren- Forever Is Ours', u'Creedence Clearwater Revival- Karaoke: Fortunate Son', u'Keith Urban- FASTER CAR (LYRICS!)']"
73,15,"[u'Madonna- Sorry', u'Britney Spears- Womanizer (Mike Rizzo Funk Generation Radio)', u'T.I.- Fightin Words', u'Christina Aguilera- Hurt', u'Ti\xebsto- Break My Fall (Radio Edit)', u'Primal Scream- Urban Guerrilla', u'Primal Scream- Rise', u'Nelly Furtado- Night Is Young (Sketch Iz Dead Radio Remix)', u'Paul Oakenfold- No Compromise', u'Coheed and Cambria- Dark Side Of Me (Official Video)']"
74,15,"[u'The Killers- Somebody Told Me (Josh Harris Club)', u""Ti\xebsto- 643 ((Love's On Fire) [Radio Edit])"", u""Ti\xebsto- 643 (Love's On Fire)"", u""R. Kelly- Feelin' On Yo Booty - Dirty South Mix featuring YoungBloodz"", u'Armin van Buuren- Imagine [ASOT Podcast 029] (Extended)', u'Pet Shop Boys- Casting A Shadow', u'Earth, Wind & Fire- The Changing Times', u'Sarah McLachlan- World On Fire (JXL Club Edit)', u'Ferry Corsten- Whatever (Extended Mix)', u""Paul van Dyk- I Don't Deserve You (Seven Lions Radio Edit)""]"
75,15,"[u'Linkin Park- The Catalyst', u'blink-182- When I Was Young', u'Whitney Houston- Same Script, Different Cast (Jonathan Peters Goes There Dub)', u'Sting- I Was Brought To My Senses', u'Ti\xebsto- Magikal Circus (Instrumental Edit)', u'Armin van Buuren- Synaesthesia (Original Mix [Mix Cut])', u'Armin van Buuren- In And Out Of Love', u'Armin van Buuren- Shivers - Radio Edit', u'Armin van Buuren- Full Focus [ASOT Podcast 188] (Chris Schweizer Mix)', u'Armin van Buuren- Skyfire [ASOT Podcast 170]']"
76,15,"[u'Ti\xebsto- A Tear In The Open', u'Armin van Buuren- Wall of Sound (Airbase presents Parc mix)', u'Armin van Buuren- Neon Hero (Original Mix)', u'X- World Vision (Radio Edit)', u'Devo- Can U Juggle?', u'Ferry Corsten- Brute (Original Extended)', u'Metric- Hell Yeah (DJ Quest and Mutiny Remix)', u'Queensr\xffche- No Turning Back', u'BT- Dreaming (Lucid Mix Edit)', u'BT- Mercury And Solace']"
77,15,"[u'AC/DC- T.N.T. (Live Capital Center, Landover MD, Dec. 21, 1981)', u'Ti\xebsto- Flight 643', u'Interpol- Heinrich Maneuver (Live)', u'Dream- send a little love\uff08BEATWAVE REMIX\uff09', u""Suicidal Tendencies- You Can't Bring Me Down"", u'King Diamond- More Than Pain', u""Benny Goodman- After You've Gone"", u'Saint Etienne- Action (DJ Tiesto Instrumental Mix)', u""Stan Getz- Bengt's Blues"", u'Bloodhound Gang- Foxtrot Uniform Charlie Kilo']"
78,15,"[u'Avenged Sevenfold- Critical Acclaim', u'Moby- All That I Need Is to Be Loved', u'Armin van Buuren- Intricacy', u'Armin van Buuren- Shivers (Alex M.O.R.P.H. Redlight Dub)', u'Sade- Babyfather', u'Gucci Mane- The Movie [Instrumental]', u'Tori Amos- Beauty of Speed (Live In Boston 10/19/07)', u'Kenny Chesney- Must Be Something I Missed', u'Ferry Corsten- Twice In A Blue Moon (Radio Crash)', u'Paul Oakenfold- Turn It On (Original Mix)']"
79,15,"[u'Elvis Presley- Love Me', u'Joan Baez- Rainbow Road', u'Gotye- Eyes Wide Open (Alien Delon Remix)', u'Three 6 Mafia- Shake Dat Jelly', u""Status Quo- Money Don't Matter"", u'French Montana- Dirty Money', u'Man\xe1- Tu Me Salvaste', u'Mr. Scruff- Honeydew', u'Marc Bolan- The Lilac Hand Of Menthol Dan', u'Clark- Springtime Epigram']"
80,15,"[u""Bruce Springsteen- Ain't Good Enough For You"", u'Fleetwood Mac- I Need Your Love', u'Rush- GO WEST\uff08\u30d5\u30eb\u30d0\u30fc\u30b8\u30e7\u30f3\uff09', u'Ti\xebsto- Nyana (T4L Remix)', u'OutKast- Spread', u""Mary J. Blige- I Don't Want To Do Anything"", u'Goo Goo Dolls- Stay With You EXCLUSIVE', u'Calvin Harris- Sweet Nothing (Diplo + Grandtheft Remix)', u'Tori Amos- Code Red', u'Underworld- Jumbo (Live)']"
81,15,"[u'The Flaming Lips- I Was Zapped By The Lucky Super Rainbow', u'Martina McBride- Two More Bottles Of Wine', u'Tom Jones- Stop Breaking My Heart', u'ATB- Long Way Home', u""The O'Jays- Hurry Up And Come Back"", u""Old 97's- Broadway"", u'Miranda- Ama-Zone', u""Junior Wells- When The Cat's Gone The Mice Play"", u'The Donnas- Give Me What I Want', u'Milk Inc.- Walk On Water (Peter Luts Remix)']"
82,15,"[u'Armin van Buuren- Blue Fear', u'Morrissey- Karaoke: Suedehead', u'Earth- No Mind', u'Amon Amarth- North Sea Storm (Live)', u'Squarepusher- My Red Hot Car', u'Bowling for Soup- Surf Colorado', u""Scooter- Don't Stop"", u'Scooter- Time And Space', u'Barbara- Nights I Fight (Extended)', u'Wiley- Ya Win Some, Ya Lose Some']"
83,15,"[u'Moby- Everytime You Touch Me - Beatmasters\' 7"" Mix Beatmasters', u'Billy Joel- All For Leyna', u'Blondie- Pretty Baby (2001 Digital Remaster)', u'Garbage- Bad Boyfriend (Garbage Remix)', u'BigBang- Infacion', u'Scooter- Chinese Whispers', u'Scooter- Cordyline', u""Juicy J- Talkin' Bout"", u'Bliss- Dwarf Hunting', u'The Style Council- Up For Grabs (London Dominion Live Version)']"
84,15,"[u'Journey- Ghost Radio (Shalys Remix)', u'Nick Cave & The Bad Seeds- She Fell Away', u'Barenaked Ladies- Too Little Too Late', u'Sonata Arctica- The Gun', u'Stan Getz- Ack Varmeland Du Skona', u'Elisa- Gift', u'The Faint- Fish In A Womb', u'Ra- Sign of Life', u'Miranda- Dice lo que siente (Directo-Luna)', u'Alpha Blondy- Bahia']"
85,15,"[u'Avicii- My Feelings For You (Alex K Remix)', u'Slightly Stoopid- World Goes Round', u'Luna- Bring That Shit Back', u'Scooter- The Question Is What Is The Question (Micky Modelle Remix)', u'Scooter- Faster Harder Scooter', u'Basshunter- I Know U Know', u'Basshunter- Al Final (Spanish Version)', u""The 13th Floor Elevators- You're Gonna Miss Me"", u'Sunny Day Real Estate- Days Were Golden', u'Bobby Brown- Roni (Pebbarone Mix)']"
86,15,"[u'Katy Perry- LALALA', u'Bloc Party- The Prayer (Hadouken Remix)', u'C\xe9line Dion- Loved Me Back to Life', u'Nightwish- Planet Hell (Live at Hartwall Arena)', u'Exodus- Reality of Life', u'Relient K- Up And Up', u'Psy- Gangnam Style (?????) featuring 2 Chainz, Tyga (Diplo Remix (Explicit Version))', u'Ash- On A Wave', u'The Charlatans- You Cross My Path', u'Saxon- Frozen Rainbow']"
87,15,"[u'Megadeth- Black Swan', u'Snow Patrol- Fallen Empires', u'Snow Patrol- Fallen Empires', u'Red- Ufo Spotted', u'Exodus- Shake the Dancefloor', u'Exodus- Instant Reaction', u'Alkaline Trio- Only Love', u'Pain- Don\xb4t Waste My Time', u""Basshunter- Please Don't Go (Ultra DJ's Remix)"", u'Lata Mangeshkar- Babul Chodi Na Jaaye (From ""Bewaffa Se Waffa"")']"
88,15,"[u'Lupe Fiasco- Go Go Gadget Flow', u'Joe Satriani- Hands In The Air', u'The Game- Pussy Fight', u'Future- Take A Stand', u'Exodus- Get Yourself High (Original Mix)', u'Vasco Rossi- La Fine Del Millennio', u'Man\xe1- Clavado en un bar', u'Crossfade- Cold', u""Prong- Can't Stop The Bleeding (Smack! Mix)"", u'Aphrodite- Hypercube']"
89,15,"[u'Pearl Jam- Do The Evolution  (April 30th, 2003-Uniondale, NY)', u'Sex Pistols- Liar', u'Dido- Us 2 Little Gods', u'Plies- My City', u'Estelle- White out', u'Dee Dee Ramone- False Alarm', u""Katchafire- Sensimillia (Pitch Black's Sensi Dub)"", u'Rest- Descent With Modification', u'Mao- Ma certitude', u""Bl\xfcmchen- Es ist vorbei (Patty's softer 808 Mix)""]"
90,15,"[u'Pearl Jam- Do The Evolution 7/10/12 Copenhagen, DK', u'Bush- Afterlife', u'T. Rex- My Muse', u'Porcupine Tree- Tinto Brass', u'B.o.B- Ray Bands', u""Third Day- It's a Shame (Live)"", u'Saint Etienne- Amateur', u'bis- Seventeen Hours', u'Mr. Big- Behind Enemy Lines', u'Metronomy- Everything Goes My Way (Enchante Remix)']"
91,15,"[u""Klute- You Can't Stop Me"", u'Elemental- Driving Force', u'Pointed Sticks- All I Could Take', u'MIDI LIDI- Tv\u016fj Domov', u'Just Off Turner- One Of Us', u'Copilul De Aur- Valoarea Mea', u'Mangadrive- Pirah', u'The Ambrosian Singers- O Vos Omnes', u'Bahia- Lalo Y Lola', u'The Startover- If You Build It...']"
92,15,"[u'Toto- Me gustaria', u'Cassidy- Jumping In My Bag', u'Juicy J- Dynamite (Instrumental)', u'Pinback- AFK', u'North Mississippi Allstars- Whiskey Rock A Roller', u'Lincoln Brewster- You Are The One (Instrumental)', u'Steve Stevens- Run Across Desert Sands [Instrumental LP Version]', u""Tree- Don't Be Stupid"", u'Kluster- Face the music', u'Patrick S\xe9bastien- La Chanson A Elise']"
93,15,"[u'Los Tucanes de Tijuana- El Tres Letras', u'Willy Chirino- Conmigo Es . . . (Duet With Ilan Chester)', u'Golpe- I Dont Need Meat At Monday', u""St. Elmo's Fire- ALWAYS"", u'Karkkiautomaatti- Hei okei m\xe4 meen', u'James Hardway- Clive Goes Crazy', u'Mickey B.- MISS YOU', u'Concerto Koln- Violin Concerto In B Flat Major: III. Allegro', u'The Stolen Records- Katie Hastings', u'Kenny Sharp- Missing You']"
94,15,"[u'Foo Fighters- MY HERO (Outro Fade)', u'Ott- Spanned In Pitton', u'Sophia- A Toy Soldier - Park, Gang Sung', u'Susana Baca- Los gallinazos', u'The Hackensaw Boys- Seattle', u'Broadway Calls- Tonight Is Alive', u'Lucky Dragons- Chicken and Cheese 2 (Foot Village cover)', u'Lucky Luciano- Da Real', u'Atra Aeterna- Tempest', u'Chop Shop- The Stoop']"
95,15,"[u'Chris Brown- With You (Bass Force Remix)', u'Gorilla Zoe- Boww', u""Orianthi- What's It Gonna Be"", u""You, Me, and Everyone We Know- Some Things Don't Wash Out"", u'Avenue- Last Goodbye (Radio Edit)', u'Behind the Scenes- Razor-Fields (rewired by 8khz mono)', u'Les Cowboys Fringants- Awikatchika\xebn', u'Earthbound- Heartbeat (Element Of Love) (Extended Love Edit)', u'Schelmish- Too late', u'Deluka- Snapshot']"
96,15,"[u'Green Day- The Static Age', u'Incubus- Thieves', u""Kenny Chesney- I'M ALIVE (Single Edit)/(LYRICS!)"", u'Kid Rock- MY OEDIPUS COMPLEX (Son Version)/(LYRICS!)', u'Matt & Kim- Silver Tiles', u'Giuseppe Verdi- Verdi: La Traviata: Alfredo? Per Parigi... Madamigella Vallery?', u'\u4e94\u6708\u5929- \u5bc2\u5bde\u661f\u7403(\u7535\u5f71\u7248)', u'Pro-Pain- All Rise', u'Rooster- Get it and Go', u""Carrie- I Don't Wanna Loose You (Extended)""]"
97,15,"[u'Stephen Stills- So Begins The Task', u'Sasquatch- The Message', u'Over It- Siren On The 101 (Album Version)', u'hyde- Thom & Houston', u'Useless I.D.- Misconception - Urge to Ruin', u'Sweet Thing- Dance Mother (Explicit Version)', u'Joe Crep\xfasculo- La Segrera', u'The Blizzards- Three Cheers For Modern Medicine', u'Lark- Ascending', u'The Deep Eynde- City Sinner']"
98,15,"[u'Jethro Tull- No Lullaby (2003 Digital Remaster)', u'David Byrne- I Should Watch TV (M. Stine remix)', u'Sparks- ANGST IN MY PANTS', u'10cc- Silly Love', u'Collide- Somewhere', u'Rhett Miller- COME AROUND (Radio Edit)', u'Chris & Cosey- Spectrophilia', u'Bump- Praise Him (Reprise)', u""Michael English- Why Didn't I"", u'James Yuill- Second-Hand Steinway']"
99,15,"[u'Thunder- Love Walked In (Live)', u'Richard Marx- Straight From My Heart', u'Bob Mould- Taking Everything (Live at the Forum, London, 29th October 1998)', u'The Look- Ali Forti', u'Ofra Haza- Love Letter', u'Cooper- Yo S\xe9 Lo Que Te Pasa', u""Kaya Project- One God Dub (Dubsahara's Instrumental Remix)"", u'Kaya Project- One God Dub', u""Sparks the Rescue- Worst Thing I've Been Cursed With"", u'Rampue- From Zero To Sixtyfour']"
100,15,"[u'David Bowie- Telling Lies (Paradox Mix)', u'Muse- Muscle Museum', u'Rick Ross- Ima Hit You', u'Gorillaz- Dirty Harry (Chopper Remix)', u'Devo- Working in a Coalmine', u'The Specials- Concrete Jungle (Live At The Moonlight Club)', u'Keri Hilson- Pretty Girl Rock', u'Keri Hilson- Pretty Girl Rock', u'Sonata Arctica- Abandoned, Pleased, Brainwashed, Exploited', u'Flogging Molly- The Seven Deadly Sins']"
101,15,"[u'Plies- Who Hotter Than Me', u""Marty Robbins- Stompin' at the Savoy"", u'Jonny Craig- The Lives We Live', u'Call the Cops- So fly (Bonus B-Side)', u'KraftKlub- Scheissindiedisko', u'Vate- Seis Segadoras Verdes', u'Skanna- Find Me', u'True- Anywhere', u'Love You Long Time- Save The World', u'SUEMITSU & THE SUEMITH- INSTANT HAPPINESS']"
102,15,"[u'Ludacris- Diamond in the Back (Instrumental Version)', u'Robert Plant- Oompa', u'XTC- The Disappointed', u'Kutless- Overcoming Me', u'Alpha Blondy- Souroukou Logo', u'Rage- Into The Light', u'Modena City Ramblers- Newroz (Il nuovo giorno) (Global Kut Mix)', u'The Easybeats- Hello, How Are You?', u'Velvet Acid Christ- Pretty Toy (PG-13 Radio Edit)', u'Sonic Boom Six- The Road To Hell Is Paved With Good Inventions']"
103,15,"[u'The Cure- A Forest (Tree Mix)', u'HIM- Shatter Me With Hope', u""Ludwig van Beethoven- Sonata No. 31 In A-Flat Major, Op. 110 (Beethoven): III. Adagio Ma Non Troppo - Recitativo, Pi\xfa Adagio - Andante - Adagio - Meno Adagio - Adagio - Adagio Ma Non Troppo, Arioso Dolente - Fuga, Allegro Ma Non Troppo - L'istesso Tempo DI Arioso"", u'Foals- Gold Gold Gold', u'Story of the Year- Save One - Bonus Track', u'Doc Watson- DAYBREAK BLUES (Live)', u'Lord- F\xe1zom a sz\xe9lben', u'North- Data Entry', u'Muslimgauze- 03. jaagheed zarb no.3', u'Teenage Jesus and The Jerks- No Morality']"
104,15,"[u'Guided by Voices- I Have a Hard Heart', u'Editors- Distance', u'Caf\xe9 Tacuba- Rarotonga', u'Delerium- Eternal Odyssey', u'The Enemy- 1-2-3-4', u'Reso- Coronium (Doshy Remix)', u'AaRON- Changes', u""Enuff Z'Nuff- Run for Your Life"", u'Chixdiggit!- I Remember You', u'JC- Enlighten Me']"
105,15,"[u'The Police- Message In A Bottle (Live In Boston / 2003 Stereo Remastered Version)', u'Caf\xe9 Tacuba- El catr\xedn', u'Pandora- Popurr\xed Emmanuel ( En Vivo )', u'Hedningarna- Torget', u'Sona- D\xe9finis moi', u'Kindzadza- Xunami (Original Mix)', u'DJ Ham- Let Them Know', u'Furious- Only You', u'Kinetik- Kejutan', u'Keith Frank- Hey Trudy']"
106,15,"[u'Ill Ni\xf1o- Te Amo...I Hate You', u'Rata Blanca- Guerrero del Arco Iris', u'Therapy- This Ship Is Sinking', u'Fred- Trial By Fire', u'Sam Roberts Band- Sang Froid', u'London Elektricity- I Resign', u'Problem- Representer- Problem', u'Nick Skitz- Hardcore Angel', u'Lorenz- Ton indiff\xe9rence', u'The Firebirds- San Antonio Rose']"
107,15,"[u""Limbeck- Limbeck - ''Why Don't You Just Leave Already? (dance remix)''"", u'Test Dept- Enigma Of Doctor Dee', u'Dak- Skunk', u'The Two Man Gentlemen Band- Mouth to Mouth', u'Anesthesia- The Unconscious', u'Styles & Breeze- Slide Away', u'No Dice- Sarcasm & Smiles', u'Frank Riggio- Statis Vampire', u'Dougal & Gammer- Acid', u'Chris Poulsen Trio- Number Seven']"
108,15,"[u'Trentem\xf8ller- Snowflake', u'Trevor Rabin- Sphinx', u'Labyrinth- The Shooting Star', u'Shankar Mahadevan- Enna Enna Gettimelam', u'Burton Cummings- T.P.O.S.', u'Jason & The Scorchers- Route 66', u'Banda Bassotti- Siamo guerriglia', u'Skyclad- Something To Cling To', u'Tube- Parapsychology', u""Kaysha- It's Over (Waithaka Remix)""]"
109,15,"[u'Tony Curtis- One of a Kind', u'Traxamillion- 808 (Instrumental)', u'The First- Last Conversation', u'Battalion- Mullet Head', u'Psilodump- Muikku (Paza Rahm Remix)', u'Kevin Fox- House Is a Rocking', u'DJ Trax- Semi Converstaional (Fanu Remix)', u'Patrick Droney- Bring You Back', u'Bori- Hey! Rock Dee Jay', u'Ways and Means- In Your Eyes feat Trudi Mosiamo']"
110,15,"[u'Cappadonna- Mama What You Said', u'Mutt- Soulick', u'Raiden- Genie Civil', u'Uniting Nations- Out Of Touch (UFO Remix)', u'Moses Pelham- Schnaps f\xfcr alle', u'Travis Cottrell- My Inheritance', u'Bluey- Tranquility', u'Amoss- Move', u'The Egg- Walking Away (Robbie Long & Stormtrooper Remix)', u'Point of View- All The Kings Men']"
111,8,"[u'Nena- Ich bin hyperaktiv', u'The Bleeders- The Kill', u""The Maharajas- Since You've Been Away"", u'Nelver- Sky (Original Mix)', u'Marco Riboni- Studio n.16, in Sol minore: Allegretto', u'Howard McGhee Quartet- Trumpet At Tempo', u'Groove Ltd Orchestra- I Love My Label - Groove Ltd Orchestra', u'Alan Sandberg- About You']"
112,14,"[u'Zeds Dead- Rude Boy', u'Kim-Lian- Anywhere I Go', u""Anthony Crawford- You're My Rain"", u'Roopkumar Rathod- Chala Teer Ankhon', u'Employee of the Month- Current', u'Zirrosis- Sin Mas', u'Henrique Costa- Liana', u'Xc-N- Kein Signal', u'Andy Cooney- The Auld Christmas Waltz', u'Live For Tonight- Break Hearts, Not Records']"
113,8,"[u""The Flaming Lips- SHE DON'T USE JELLY (Outro Fade)"", u'Calculon- Easy On The Motion', u'Cinematic- I Believe', u'Christine Ott- Chemin Vert', u'Robert Earl Longley- Bandoleros (Prelude)', u'Max Raffeng Group- San Andres', u'M. S. Sheela- Manasu Karuga (Raga - Hamsadhwani / Tala - Rupakam)', u'Munna Singh- Ayodhya Nagriya Ajore']"
114,12,"[u'Johann Sebastian Bach- Prelude and Fugue in E flat major, BWV 552, ""St. Anne"" : Fugue I \u2014', u'The Glitch Mob- How To Be Eaten By A Woman - Camo UFOs Remix', u'This Time Next Year- Note', u'SL2- On A Ragga Tip (Sl2 & Modified Motion Remix) / Unorthodox (Acapella)', u""Chris Andrews- What'd I Say"", u""The Maranatha! Singers- You're Worthy Of My Praise"", u'Love Gangsters- Bad Attitude', u'The Leather Uppers- Halfway Houseboat', u'Ekstreme- Gotta Be Fresh (Feat. Jre)', u'Loveloud- This Life']"
115,13,"[u'The Beatles- 1963', u'Sum 41- Mr. Amsterdam (Album Version (Explicit))', u'DJ Hype- You Must Think First (2007 Remix)', u'Chino- Tunn It Up & Dunn', u'Black Sun Empire- Forever', u'Project X- Wood Man', u'Navigator- Bad Minds (Instrumental Mix) (Feat. Erbndub, Tony Anthem And Smk)', u'Catacomb- Stonerose', u'Emoshin- Limited Editions (Morning Mix)', u'Los Vaquetones- Paquetes De Libra']"
116,13,"[u'Nichole Nordeman- LEGACY (Radio Mix #1)', u'Fly Project- Roda', u'Tracer- Shake Body (Black ver.)', u'Quantize- Delay Girls', u'Call it Fiction- Another Goodbye', u'Los Umbanda- No Vuelvo M\xe1s', u'Mr Shadow- Dirty Money', u""Zinkin' Prim- Ser\xe1 Verdad"", u'Da Hol 9- Nahjae', u'Jacky Galou- Le chat et la souris (Version instrumentale)']"
117,4,"[u'Robertinho Silva- Bemsha Swing', u'Melos Quartet- 1-08 Op. 18, No. 2, Mvt. IV. Allegro molto quasi Presto', u'Nashville Pianos- Rig-A-Ma-Role-Rag', u'Extreme Love- A Mighty Army']"
118,7,"[u'Deli J- Dilemma', u""Fr\xe9d\xe9rick Doiron- J'te tourne autour"", u""Bonnie 'N' Clyde- Saturday"", u'C. Darensbourg and B. Jupiter- Game To Inning', u'Duo Chanot- Violin Sonata in A major, M. 8 : IV. Allegretto poco mosso', u'Rabb Of Lost Soulz- Sticky Situation', u'Various Artists- Hot Instr']"
119,3,"[u'VS- 2-Wheeler', u'Talat Aziz- Medly Of Ghazals', u'Rekharani- Muavalas Muavalas']"
120,15,"[u'Living Sacrifice- Organized Lie', u'Fama- Dos Mujeres', u'Brigadier Jerry- Slackness Bite The Dust', u'Bacalao- Living Animals (micromusic mix)', u'Ultraviolet- Creative Destruction', u'J Bigga- Threesome', u'The Uprising- Recognized', u'The Brain- Yeeeah', u'Chris Cortez- Manha De Carnival', u'Creme de la Creme- Letzte Nacht - Porno Funk Mix']"
121,3,"[u""Enric Sifa- Birashoboka (It's Possible)"", u'Don Demyx- K\xe4is H\xe4ppi-\xc4nd', u'Hyperthermia- Seven']"
122,6,"[u'Nat King Cole- Oh, Kickeroony', u'Buddy Holly- Love Me', u""Saosin- IT'S FAR BETTER TO LEARN"", u'Dogg- My Introduction', u'The John Entwistle Band- Billy', u'Dan\xe7a Brasil- Elevador']"
123,3,"[u'Demis Roussos- La mer', u'Larsen- El payaso', u'Paul Hannan- Pedal Hard']"
124,5,"[u'Kabouter Plop- In Bad', u'Statedlife- Black Rock Sunrise', u'Roach Joka- Project Boy 4 Life (feat. Raw, Detour & Project Born)', u""FLY2 Project- Calcutta's Child"", u'Charlesy- Hoolah Hoop']"
125,2,"[u'Blosson- I Only Have Eyes For You', u'Jon Bremen- Happenings']"
126,11,"[u'Mokoma- Mene ja tied\xe4', u'I Muvrini- Gioia', u'Sameer- Ek Anjaan Ladki', u'HDM- Tango de la muerte', u'MAdoppelT- Ich will', u'Unleashed Power- Cataclysm', u'The Perfectos- Join Together', u""El's Mystery- Harpsichord Swirl"", u'Starrats- I Wish I Was', u'Good Vibe Styla- Fire pon dem']"
